Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
# GENERIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##zmb_cha_ching,,,zombie\generic\purchase.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,70,70,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##zmb_no_cha_ching,,,zombie\generic\no_purchase.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,70,70,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# zmb_weap_wall,,,zombie\generic\weapon.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,70,70,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_building_lp,,,wpn\zmb_building_lp.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,55,55,50,350,351,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MUSIC BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_lid_close,,,wpn\zod_box_close.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_lid_open,,,wpn\zod_box_open.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_music_box,,,wpn\weapon_cycle.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,65,65,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# PACK A PUNCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_perks_packa_knuckle_0,,,zombie\pack_a_punch\knuckle_00.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_perks_packa_knuckle_1,,,zombie\pack_a_punch\knuckle_01.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_perks_packa_upgrade,,,zombie\pack_a_punch\upgrade.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_perks_packa_ready,,,zombie\pack_a_punch\ready.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#zmb_perks_packa_loop,,,zombie\pack_a_punch\pap_loop.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_perks_packa_ticktock,,,zombie\pack_a_punch\loop.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_perks_packa_deny,,,zombie\pack_a_punch\deny.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mus_perks_packa_jingle,,,zombie\pack_a_punch\mus_packapunch_jingle.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mus_perks_packa_sting,,,zombie\pack_a_punch\mus_packapunch_sting.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PPSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_plr,,,wpn\smg\ppsh\plr\wpn_smg_ppsh_loop.wav,,,UIN_MOD,,wpn_smg_ppsh_fire_act_plr,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_act_plr,,,wpn\smg\ppsh\plr\wpn_smg_ppsh_loop_act.wav,,,UIN_MOD,,wpn_smg_ppsh_fire_ads_plr,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_ads_plr,,,wpn\smg\ppsh\plr\wpn_smg_ppsh_loop_ads.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_pap_plr,,,wpn\smg\ppsh\plr\wpn_smg_ppsh_pap_loop.wav,,,UIN_MOD,,wpn_smg_ppsh_fire_plr,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_start_plr,,,wpn\smg\ppsh\plr\wpn_smg_ppsh_start.wav,,,UIN_MOD,,wpn_smg_ppsh_fire_start_act_plr,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_start_act_plr,,,wpn\smg\ppsh\plr\wpn_smg_ppsh_start_act.wav,,,UIN_MOD,,wpn_smg_ppsh_fire_ads_plr,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_start_ads_plr,,,wpn\smg\ppsh\plr\wpn_smg_ppsh_start_ads.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_stop_plr,,,wpn\smg\ppsh\plr\wpn_smg_ppsh_stop.wav,,,UIN_MOD,,wpn_smg_ppsh_fire_stop_act_plr,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_stop_act_plr,,,wpn\smg\ppsh\plr\wpn_smg_ppsh_stop_act.wav,,,UIN_MOD,,wpn_smg_ppsh_fire_stop_ads_plr,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_stop_ads_plr,,,wpn\smg\ppsh\plr\wpn_smg_ppsh_stop_ads.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_npc,,,wpn\smg\ppsh\npc\wpn_smg_ppsh_loop.wav,,,UIN_MOD,,wpn_smg_ppsh_fire_act_npc,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_act_npc,,,wpn\smg\ppsh\npc\wpn_smg_ppsh_loop_act.wav,,,UIN_MOD,,wpn_smg_ppsh_loop_ads_npc,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_ads_npc,,,wpn\smg\ppsh\npc\wpn_smg_ppsh_loop_ads.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_pap_npc,,,wpn\smg\ppsh\npc\wpn_smg_ppsh_loop.wav,,,UIN_MOD,,wpn_smg_ppsh_fire_npc_npc,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_start_npc,,,wpn\smg\ppsh\npc\wpn_smg_ppsh_start_act.wav,,,UIN_MOD,,wpn_smg_ppsh_fire_act_npc,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_start_act_npc,,,wpn\smg\ppsh\npc\wpn_smg_ppsh_start_ads.wav,,,UIN_MOD,,wpn_smg_ppsh_fire_start_ads_npc,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_start_ads_npc,,,wpn\smg\ppsh\npc\wpn_smg_ppsh_start.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_stop_act_npc,,,wpn\smg\ppsh\npc\wpn_smg_ppsh_stop_act.wav,,,UIN_MOD,,wpn_smg_ppsh_fire_stop_ads_npc,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_stop_ads_npc,,,wpn\smg\ppsh\npc\wpn_smg_ppsh_stop_ads.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_stop_npc,,,wpn\smg\ppsh\npc\wpn_smg_ppsh_stop.wav,,,UIN_MOD,,wpn_smg_ppsh_fire_stop_act_npc,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#RAYGUN MARK 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_rh_plr,,,wpn\energy\raygun_mark_3\plr\rh\wpn_mk3_rh_fire.wav,,,UIN_MOD,,wpn_rg_mk3_fire_rh_plr_act,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_rh_last_plr,,,wpn\energy\raygun_mark_3\plr\rh\wpn_mk3_rh_fire_last.wav,,,UIN_MOD,,wpn_rg_mk3_fire_rh_plr_act,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_rh_plr_act,,,wpn\energy\raygun_mark_3\plr\rh\wpn_mk3_rh_act.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_lh_plr,,,wpn\energy\raygun_mark_3\plr\lh\wpn_mk3_lh_fire.wav,,,UIN_MOD,,wpn_rg_mk3_fire_lh_plr_act,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_lh_last_plr,,,wpn\energy\raygun_mark_3\plr\lh\wpn_mk3_lh_fire.wav,,,UIN_MOD,,wpn_rg_mk3_fire_lh_plr_act,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_lh_plr_act,,,wpn\energy\raygun_mark_3\plr\lh\wpn_mk3_lh_act.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_rh_npc,,,wpn\energy\raygun_mark_3\npc\rh\wpn_mk3_rh_fire.wav,,,UIN_MOD,,wpn_rg_mk3_fire_rh_act_npc,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_rh_last_npc,,,wpn\energy\raygun_mark_3\npc\rh\wpn_mk3_rh_fire_last.wav,,,UIN_MOD,,wpn_rg_mk3_fire_rh_act_npc,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_rh_act_npc,,,wpn\energy\raygun_mark_3\npc\rh\wpn_mk3_rh_act.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_lh_npc,,,wpn\energy\raygun_mark_3\npc\lh\wpn_mk3_lh_fire.wav,,,UIN_MOD,,wpn_rg_mk3_fire_lh_act_npc,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_lh_last_npc,,,wpn\energy\raygun_mark_3\npc\lh\wpn_mk3_lh_fire.wav,,,UIN_MOD,,wpn_rg_mk3_fire_lh_act_npc,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_lh_act_npc,,,wpn\energy\raygun_mark_3\npc\lh\wpn_mk3_lh_act.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,1000,1000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_00.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_01.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_02.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_03.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark_far,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_00.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark_far,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_01.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark_far,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_02.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark_far,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_03.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_created,,,wpn\energy\raygun_mark_3\orb\created\wpn_mk3_orb_creation_00.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_loop_activated,,,wpn\energy\raygun_mark_3\orb\activated\wpn_mk3_orb_activated_loop.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_loop,,,wpn\energy\raygun_mark_3\orb\loop\wpn_mk3_orb_loop.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_disappear,,,wpn\energy\raygun_mark_3\orb\disappear\wpn_mk3_orb_disappear.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_rh,,,wpn\energy\raygun_mark_3\reload\fly_mkiii_reload.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_lh,,,wpn\energy\raygun_mark_3\reload\fly_mkiii_reload_lh_00.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_lh_first,,,wpn\energy\raygun_mark_3\reload\fly_mkiii_reload_lh_first.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_lh_gears,,,wpn\energy\raygun_mark_3\reload\fly_mkiii_reload_lh_gears.wav,,,UIN_MOD,,SECONDARY,,,BUS_FX,,,,,,80,80,0,2000,2000,,,,,3,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
